Time,Speed,RPM,Throttle Position
1390080593645,0.0,587,0.78431372549
1390080593795,0.0,592,0.78431372549
1390080593946,0.0,602,0.78431372549
1390080594096,0.0,590,0.78431372549
1390080594247,0.0,596,0.78431372549
1390080594398,0.0,603,0.78431372549
1390080594548,0.0,604,0.78431372549
1390080594699,0.0,604,0.78431372549
1390080594850,0.0,602,0.78431372549
1390080595000,0.0,611,0.78431372549
1390080595151,0.0,697,0.78431372549
1390080595301,0.0,871,1.17647058824
1390080595451,0.0,1130,1.17647058824
1390080595601,0.0,1428,1.56862745098
1390080595751,0.0,1695,1.56862745098
1390080595901,0.62,1910,1.56862745098
1390080596051,1.24,2038,1.56862745098
1390080596201,2.48,2105,1.56862745098
1390080596351,3.72,2151,1.56862745098
1390080596502,4.96,2218,1.56862745098
1390080596654,6.82,2285,1.56862745098
1390080596805,8.06,2335,1.56862745098
1390080596956,9.3,2397,1.56862745098
1390080597108,10.54,2361,0.78431372549
1390080597260,11.78,1993,0.78431372549
1390080597411,12.4,1984,0.78431372549
1390080597562,12.4,1893,0.78431372549
1390080597714,12.4,1727,0.78431372549
1390080597867,12.4,1547,0.78431372549
1390080598018,12.4,1385,0.78431372549
1390080598169,12.4,1222,0.78431372549
1390080598322,12.4,1077,0.78431372549
1390080598473,12.4,1000,0.78431372549
1390080598625,12.4,1070,0.78431372549
1390080598777,11.78,1103,0.78431372549
1390080598928,11.78,1098,0.78431372549
1390080599079,11.78,1182,1.17647058824
1390080599230,11.78,1371,1.17647058824
1390080599382,11.16,1741,1.17647058824
1390080599532,11.16,2074,1.17647058824
1390080599684,10.54,2210,1.17647058824
1390080599834,10.54,2115,1.17647058824
1390080599985,11.16,2038,1.17647058824
1390080600137,11.78,2169,1.17647058824
1390080600288,11.78,2302,1.56862745098
1390080600439,12.4,2447,1.56862745098
1390080600592,13.02,2612,1.56862745098
1390080600744,13.64,2683,1.56862745098
1390080600895,14.88,2929,1.56862745098
1390080601046,16.12,3129,1.96078431373
1390080601196,16.74,3240,1.96078431373
1390080601348,17.98,3450,1.96078431373
1390080601500,18.6,3646,1.96078431373
1390080601650,19.84,3798,1.56862745098
1390080601802,21.08,3798,0.78431372549
1390080601952,21.7,3688,0.78431372549
1390080602105,21.7,3506,0.78431372549
1390080602256,21.7,3290,1.17647058824
1390080602406,21.7,3026,1.17647058824
1390080602556,21.7,2788,1.56862745098
1390080602708,22.32,2374,1.56862745098
1390080602859,22.32,2596,1.96078431373
1390080603011,22.94,2644,1.96078431373
1390080603163,23.56,2683,1.96078431373
1390080603313,24.8,2794,1.96078431373
1390080603465,25.42,2889,1.96078431373
1390080603616,26.66,2983,1.96078431373
1390080603767,27.28,3076,1.96078431373
1390080603918,28.52,3184,1.96078431373
1390080604069,29.14,3232,1.17647058824
1390080604222,29.76,3114,0.78431372549
1390080604373,30.38,3026,0.78431372549
1390080604524,30.38,2850,0.78431372549
1390080604676,30.38,2661,0.78431372549
1390080604829,29.76,2485,0.78431372549
1390080604980,29.76,2310,0.78431372549
1390080605130,29.76,2129,0.78431372549
1390080605281,29.76,1963,0.78431372549
1390080605433,29.76,1792,0.78431372549
1390080605584,29.14,1620,0.78431372549
1390080605737,29.14,1447,0.78431372549
1390080605889,29.14,1289,0.78431372549
1390080606041,29.14,1131,0.78431372549
1390080606192,29.14,996,0.78431372549
1390080606342,28.52,1001,0.78431372549
1390080606495,28.52,1049,0.78431372549
1390080606646,28.52,1079,0.78431372549
1390080606797,28.52,1086,0.78431372549
1390080606950,27.9,1094,0.78431372549
1390080607101,27.9,1105,0.78431372549
1390080607251,27.9,1112,0.78431372549
1390080607402,27.28,1113,0.78431372549
1390080607554,27.28,1114,0.78431372549
1390080607704,26.66,1100,0.78431372549
1390080607856,26.66,1077,0.78431372549
1390080608007,26.04,1059,0.78431372549
1390080608158,25.42,1044,0.78431372549
1390080608309,25.42,1028,0.78431372549
1390080608460,24.8,1017,0.78431372549
1390080608611,24.18,1011,0.78431372549
1390080608762,23.56,1002,0.78431372549
1390080608914,23.56,1000,0.78431372549
1390080609065,22.94,992,0.78431372549
1390080609217,22.94,992,0.78431372549
1390080609370,22.94,988,0.78431372549
1390080609522,22.94,980,0.78431372549
1390080609672,22.94,968,0.78431372549
1390080609825,22.94,960,0.78431372549
1390080609978,22.32,958,0.78431372549
1390080610129,22.32,943,0.78431372549
1390080610280,22.32,937,0.78431372549
1390080610432,22.32,926,0.78431372549
1390080610583,22.32,914,0.78431372549
1390080610734,22.32,905,0.78431372549
1390080610886,21.7,896,0.78431372549
1390080611039,21.7,898,0.78431372549
1390080611191,21.7,885,0.78431372549
1390080611342,21.7,877,0.78431372549
1390080611493,21.7,863,0.78431372549
1390080611644,21.7,857,0.78431372549
1390080611794,21.7,841,0.78431372549
1390080611945,21.7,831,0.78431372549
1390080612096,21.08,831,0.78431372549
1390080612249,21.08,818,0.78431372549
1390080612400,21.08,821,0.78431372549
1390080612552,21.08,816,0.78431372549
1390080612703,21.08,826,0.78431372549
1390080612855,20.46,837,0.78431372549
1390080613007,20.46,837,0.78431372549
1390080613158,20.46,834,0.78431372549
1390080613311,20.46,840,0.78431372549
1390080613462,19.84,852,0.78431372549
1390080613613,19.84,865,0.78431372549
1390080613765,19.84,877,0.78431372549
1390080613916,19.84,891,0.78431372549
1390080614068,19.22,890,0.78431372549
1390080614219,19.22,901,0.78431372549
1390080614371,19.22,907,0.78431372549
1390080614522,18.6,915,0.78431372549
1390080614674,18.6,922,0.78431372549
1390080614826,17.98,932,0.78431372549
1390080614979,17.98,938,0.78431372549
1390080615130,17.36,936,0.78431372549
1390080615282,16.74,932,0.78431372549
1390080615434,16.74,923,0.78431372549
1390080615585,16.12,908,0.78431372549
1390080615735,16.12,896,0.78431372549
1390080615887,15.5,883,0.78431372549
1390080616039,14.88,868,0.78431372549
1390080616190,14.88,859,0.78431372549
1390080616343,14.26,844,0.78431372549
1390080616494,14.26,831,0.78431372549
1390080616645,14.26,819,0.78431372549
1390080616796,13.64,823,0.78431372549
1390080616947,13.64,807,0.78431372549
1390080617099,13.64,813,0.78431372549
1390080617251,13.64,812,0.78431372549
1390080617402,13.64,816,0.78431372549
1390080617554,13.64,822,0.78431372549
1390080617705,13.02,819,0.78431372549
1390080617858,13.02,825,0.78431372549
1390080618008,13.02,831,0.78431372549
1390080618160,13.02,829,0.78431372549
1390080618311,12.4,836,0.78431372549
1390080618462,11.78,832,0.78431372549
1390080618613,11.78,820,0.78431372549
1390080618765,11.16,823,0.78431372549
1390080618917,10.54,800,0.78431372549
1390080619070,10.54,793,0.78431372549
1390080619221,9.92,789,0.78431372549
1390080619372,9.3,793,0.78431372549
1390080619524,8.68,780,0.78431372549
1390080619676,8.06,780,0.78431372549
1390080619827,8.06,781,0.78431372549
1390080619979,7.44,780,0.78431372549
1390080620129,7.44,773,0.78431372549
1390080620281,7.44,785,0.78431372549
1390080620434,6.82,789,0.78431372549
1390080620586,6.82,792,0.78431372549
1390080620737,6.82,790,0.78431372549
1390080620888,6.82,797,0.78431372549
1390080621040,6.82,793,0.78431372549
1390080621193,6.82,799,0.78431372549
1390080621345,6.82,799,0.78431372549
1390080621497,6.82,787,0.78431372549
1390080621648,6.2,775,0.78431372549
1390080621800,6.2,762,0.78431372549
1390080621951,6.2,768,0.78431372549
1390080622102,6.2,757,0.78431372549
1390080622252,6.2,756,0.78431372549
1390080622405,6.2,758,0.78431372549
1390080622556,5.58,766,0.78431372549
1390080622707,5.58,772,0.78431372549
1390080622860,5.58,785,0.78431372549
1390080623011,5.58,789,0.78431372549
1390080623162,5.58,782,0.78431372549
1390080623314,5.58,783,0.78431372549
1390080623467,4.96,778,0.78431372549
1390080623618,4.96,773,0.78431372549
1390080623769,4.96,766,0.78431372549
1390080623919,4.96,749,0.78431372549
1390080624070,4.96,734,0.78431372549
