Time,Speed,RPM,Throttle Position
1390082002779,0.0,-1,-1
1390082002930,0.0,-1,0.78431372549
1390082003082,0.0,-1,0.78431372549
1390082003233,0.0,1201,0.78431372549
1390082003384,0.0,1205,0.78431372549
1390082003535,0.0,1197,0.78431372549
1390082003685,0.0,1204,0.78431372549
1390082003836,0.0,1193,0.78431372549
1390082003988,0.0,1195,0.78431372549
1390082004140,0.0,1189,0.78431372549
1390082004290,0.0,1188,0.78431372549
1390082004443,0.0,1185,0.78431372549
1390082004595,0.0,1202,0.78431372549
1390082004747,0.0,1214,0.78431372549
1390082004899,0.0,1213,0.78431372549
1390082005050,0.0,1193,0.78431372549
1390082005202,0.0,1221,0.78431372549
1390082005354,0.0,1234,0.78431372549
1390082005505,0.0,1229,0.78431372549
1390082005658,0.0,1233,0.78431372549
1390082005809,0.0,1226,0.78431372549
1390082005960,0.0,1218,0.78431372549
1390082006112,0.0,1215,0.78431372549
1390082006262,0.0,1222,0.78431372549
1390082006414,0.0,1209,0.78431372549
1390082006566,0.0,1216,0.78431372549
1390082006717,0.0,1205,0.78431372549
1390082006868,0.0,1212,0.78431372549
1390082007020,0.0,1200,0.78431372549
1390082007170,0.0,1205,0.78431372549
1390082007321,0.0,1196,0.78431372549
1390082007472,0.0,1189,0.78431372549
1390082007622,0.0,1200,0.78431372549
1390082007773,0.0,1206,0.78431372549
1390082007925,0.0,1191,0.78431372549
1390082008077,0.0,1196,0.78431372549
1390082008229,0.0,1186,0.78431372549
1390082008381,0.0,1195,0.78431372549
1390082008533,0.0,1195,0.78431372549
1390082008684,0.0,1200,0.78431372549
1390082008835,0.0,1194,0.78431372549
1390082008987,0.0,1201,0.78431372549
1390082009139,0.0,1197,0.78431372549
1390082009290,0.0,1199,0.78431372549
1390082009441,0.0,1196,0.78431372549
1390082009593,0.0,1205,0.78431372549
1390082009745,0.0,1193,0.78431372549
1390082009896,0.0,1194,0.78431372549
1390082010046,0.0,1199,0.78431372549
1390082010198,0.0,1187,0.78431372549
1390082010350,0.0,1193,0.78431372549
1390082010501,0.0,1189,0.78431372549
1390082010652,0.0,1186,0.78431372549
1390082010803,0.0,1198,0.78431372549
1390082010954,0.0,1199,0.78431372549
1390082011105,0.0,1190,0.78431372549
1390082011256,0.0,1191,0.78431372549
1390082011408,0.0,1195,0.78431372549
1390082011559,0.0,1192,0.78431372549
1390082011710,0.0,1189,0.78431372549
1390082011862,0.0,1192,0.78431372549
1390082012013,0.0,1190,0.78431372549
1390082012164,0.0,1192,0.78431372549
1390082012315,0.0,1196,0.78431372549
1390082012467,0.0,1188,0.78431372549
1390082012618,0.0,1188,0.78431372549
1390082012770,0.0,1195,0.78431372549
1390082012921,0.0,1189,0.78431372549
1390082013073,0.0,1188,0.78431372549
1390082013223,0.0,1189,0.78431372549
1390082013375,0.0,1180,0.78431372549
1390082013526,0.0,1186,0.78431372549
1390082013679,0.0,1187,0.78431372549
1390082013829,0.0,1187,0.78431372549
1390082013981,0.0,1188,0.78431372549
1390082014132,0.0,1186,0.78431372549
1390082014282,0.0,1180,0.78431372549
1390082014433,0.0,1181,0.78431372549
1390082014584,0.0,1172,0.78431372549
1390082014736,0.0,1181,0.78431372549
1390082014888,0.0,1179,0.78431372549
1390082015039,0.0,1178,0.78431372549
1390082015191,0.0,1172,0.78431372549
1390082015342,0.0,1178,0.78431372549
1390082015494,0.0,1174,0.78431372549
1390082015645,0.0,1180,0.78431372549
1390082015798,0.0,1176,0.78431372549
1390082015949,0.0,1181,0.78431372549
